Series Id,Year,Period,Value
CUUR0400SA0,1996,M11,159.2
CUUR0400SA0,1996,M12,158.7
CUUR0400SA0,1996,M13,157.6
CUUS0400SA0,1996,S01,156.6
CUUS0400SA0,1996,S02,158.6
CUUR0400SA0,1997,M01,159.6
CUUR0400SA0,1997,M02,160.1
CUUR0400SA0,1997,M03,160.8
CUUR0400SA0,1997,M04,161.1
CUUR0400SA0,1997,M05,161.1
CUUR0400SA0,1997,M06,161.0
CUUR0400SA0,1997,M07,161.1
CUUR0400SA0,1997,M08,161.5
CUUR0400SA0,1997,M09,162.1
CUUR0400SA0,1997,M10,162.8
CUUR0400SA0,1997,M11,162.8
CUUR0400SA0,1997,M12,162.8
CUUR0400SA0,1997,M13,161.4
CUUS0400SA0,1997,S01,160.6
CUUS0400SA0,1997,S02,162.2
CUUR0400SA0,1998,M01,163.0
CUUR0400SA0,1998,M02,163.2
CUUR0400SA0,1998,M03,163.3
CUUR0400SA0,1998,M04,163.6
CUUR0400SA0,1998,M05,164.3
CUUR0400SA0,1998,M06,164.2
CUUR0400SA0,1998,M07,164.3
CUUR0400SA0,1998,M08,164.8
CUUR0400SA0,1998,M09,165.1
CUUR0400SA0,1998,M10,165.5
CUUR0400SA0,1998,M11,165.8
CUUR0400SA0,1998,M12,165.8
CUUR0400SA0,1998,M13,164.4
CUUS0400SA0,1998,S01,163.6
CUUS0400SA0,1998,S02,165.2
CUUR0400SA0,1999,M01,166.4
CUUR0400SA0,1999,M02,166.9
CUUR0400SA0,1999,M03,167.3
CUUR0400SA0,1999,M04,169.0
CUUR0400SA0,1999,M05,168.7
CUUR0400SA0,1999,M06,168.3
CUUR0400SA0,1999,M07,168.9
CUUR0400SA0,1999,M08,169.5
CUUR0400SA0,1999,M09,170.0
CUUR0400SA0,1999,M10,170.4
CUUR0400SA0,1999,M11,170.4
CUUR0400SA0,1999,M12,170.5
CUUR0400SA0,1999,M13,168.9
CUUS0400SA0,1999,S01,167.8
CUUS0400SA0,1999,S02,170.0
CUUR0400SA0,2000,M01,171.0
CUUR0400SA0,2000,M02,172.0
CUUR0400SA0,2000,M03,173.5
CUUR0400SA0,2000,M04,173.7
CUUR0400SA0,2000,M05,174.0
CUUR0400SA0,2000,M06,174.3
CUUR0400SA0,2000,M07,175.2
CUUR0400SA0,2000,M08,175.9
CUUR0400SA0,2000,M09,176.6
CUUR0400SA0,2000,M10,177.2
CUUR0400SA0,2000,M11,177.2
CUUR0400SA0,2000,M12,177.1
CUUR0400SA0,2000,M13,174.8
CUUS0400SA0,2000,S01,173.1
CUUS0400SA0,2000,S02,176.5
CUUR0400SA0,2001,M01,178.3
CUUR0400SA0,2001,M02,179.3
CUUR0400SA0,2001,M03,180.1
CUUR0400SA0,2001,M04,180.4
CUUR0400SA0,2001,M05,181.3
CUUR0400SA0,2001,M06,182.0
CUUR0400SA0,2001,M07,182.0
CUUR0400SA0,2001,M08,181.9
CUUR0400SA0,2001,M09,182.5
CUUR0400SA0,2001,M10,182.5
CUUR0400SA0,2001,M11,182.3
CUUR0400SA0,2001,M12,181.6
CUUR0400SA0,2001,M13,181.2
CUUS0400SA0,2001,S01,180.2
CUUS0400SA0,2001,S02,182.1
CUUR0400SA0,2002,M01,182.4
CUUR0400SA0,2002,M02,183.2
CUUR0400SA0,2002,M03,184.0
CUUR0400SA0,2002,M04,185.1
CUUR0400SA0,2002,M05,184.8
CUUR0400SA0,2002,M06,184.5
CUUR0400SA0,2002,M07,184.7
CUUR0400SA0,2002,M08,185.3
CUUR0400SA0,2002,M09,185.7
CUUR0400SA0,2002,M10,185.8
CUUR0400SA0,2002,M11,185.8
CUUR0400SA0,2002,M12,185.5
CUUR0400SA0,2002,M13,184.7
CUUS0400SA0,2002,S01,184.0
CUUS0400SA0,2002,S02,185.5
CUUR0400SA0,2003,M01,186.6
CUUR0400SA0,2003,M02,188.1
CUUR0400SA0,2003,M03,189.3
CUUR0400SA0,2003,M04,188.8
CUUR0400SA0,2003,M05,188.5
CUUR0400SA0,2003,M06,188.1
CUUR0400SA0,2003,M07,188.4
CUUR0400SA0,2003,M08,189.2
CUUR0400SA0,2003,M09,189.6
CUUR0400SA0,2003,M10,189.4
CUUR0400SA0,2003,M11,188.5
CUUR0400SA0,2003,M12,188.3
CUUR0400SA0,2003,M13,188.6
CUUS0400SA0,2003,S01,188.2
CUUS0400SA0,2003,S02,188.9
CUUR0400SA0,2004,M01,189.4
CUUR0400SA0,2004,M02,190.8
CUUR0400SA0,2004,M03,192.2
CUUR0400SA0,2004,M04,192.3
CUUR0400SA0,2004,M05,193.4
CUUR0400SA0,2004,M06,193.3
CUUR0400SA0,2004,M07,192.9
CUUR0400SA0,2004,M08,193.0
CUUR0400SA0,2004,M09,193.8
CUUR0400SA0,2004,M10,195.0
CUUR0400SA0,2004,M11,195.1
CUUR0400SA0,2004,M12,194.2
CUUR0400SA0,2004,M13,193.0
CUUS0400SA0,2004,S01,191.9
CUUS0400SA0,2004,S02,194.0
CUUR0400SA0,2005,M01,194.5
CUUR0400SA0,2005,M02,195.7
CUUR0400SA0,2005,M03,197.1
CUUR0400SA0,2005,M04,198.6
CUUR0400SA0,2005,M05,198.8
CUUR0400SA0,2005,M06,198.0
CUUR0400SA0,2005,M07,198.6
CUUR0400SA0,2005,M08,199.6
CUUR0400SA0,2005,M09,201.7
CUUR0400SA0,2005,M10,202.6
CUUR0400SA0,2005,M11,201.4
CUUR0400SA0,2005,M12,200.0
CUUR0400SA0,2005,M13,198.9
CUUS0400SA0,2005,S01,197.1
CUUS0400SA0,2005,S02,200.7
CUUR0400SA0,2006,M01,201.7
CUUR0400SA0,2006,M02,202.7
CUUR0400SA0,2006,M03,203.8
CUUR0400SA0,2006,M04,205.3
CUUR0400SA0,2006,M05,206.9
CUUR0400SA0,2006,M06,206.4
CUUR0400SA0,2006,M07,206.7
CUUR0400SA0,2006,M08,207.5
CUUR0400SA0,2006,M09,207.8
CUUR0400SA0,2006,M10,207.1
CUUR0400SA0,2006,M11,206.3
CUUR0400SA0,2006,M12,206.2
CUUR0400SA0,2006,M13,205.7
CUUS0400SA0,2006,S01,204.5
CUUS0400SA0,2006,S02,206.9
CUUR0400SA0,2007,M01,207.790
CUUR0400SA0,2007,M02,208.995
CUUR0400SA0,2007,M03,210.778
CUUR0400SA0,2007,M04,212.036
CUUR0400SA0,2007,M05,213.063
CUUR0400SA0,2007,M06,212.680
CUUR0400SA0,2007,M07,212.542
CUUR0400SA0,2007,M08,212.406
CUUR0400SA0,2007,M09,212.920
CUUR0400SA0,2007,M10,213.917
CUUR0400SA0,2007,M11,214.904
CUUR0400SA0,2007,M12,214.733
CUUR0400SA0,2007,M13,212.230
CUUS0400SA0,2007,S01,210.890
CUUS0400SA0,2007,S02,213.570
CUUR0400SA0,2008,M01,215.739
CUUR0400SA0,2008,M02,216.339
CUUR0400SA0,2008,M03,218.533
CUUR0400SA0,2008,M04,219.437
CUUR0400SA0,2008,M05,221.009
CUUR0400SA0,2008,M06,223.040
CUUR0400SA0,2008,M07,223.867
CUUR0400SA0,2008,M08,222.823
CUUR0400SA0,2008,M09,222.132
CUUR0400SA0,2008,M10,221.034
CUUR0400SA0,2008,M11,217.113
CUUR0400SA0,2008,M12,214.685
CUUR0400SA0,2008,M13,219.646
CUUS0400SA0,2008,S01,219.016
CUUS0400SA0,2008,S02,220.276
CUUR0400SA0,2009,M01,215.923
CUUR0400SA0,2009,M02,217.095
CUUR0400SA0,2009,M03,217.357
CUUR0400SA0,2009,M04,217.910
CUUR0400SA0,2009,M05,218.567
CUUR0400SA0,2009,M06,219.865
CUUR0400SA0,2009,M07,219.484
CUUR0400SA0,2009,M08,219.884
CUUR0400SA0,2009,M09,220.294
CUUR0400SA0,2009,M10,220.447
CUUR0400SA0,2009,M11,219.728
CUUR0400SA0,2009,M12,219.307
CUUR0400SA0,2009,M13,218.822
CUUS0400SA0,2009,S01,217.786
CUUS0400SA0,2009,S02,219.857
CUUR0400SA0,2010,M01,219.989
CUUR0400SA0,2010,M02,220.179
CUUR0400SA0,2010,M03,220.809
CUUR0400SA0,2010,M04,221.202
CUUR0400SA0,2010,M05,221.417
CUUR0400SA0,2010,M06,221.147
CUUR0400SA0,2010,M07,221.331
CUUR0400SA0,2010,M08,221.523
CUUR0400SA0,2010,M09,221.384
CUUR0400SA0,2010,M10,221.708
CUUR0400SA0,2010,M11,221.671
CUUR0400SA0,2010,M12,222.081
CUUR0400SA0,2010,M13,221.203
CUUS0400SA0,2010,S01,220.790
CUUS0400SA0,2010,S02,221.616
CUUR0400SA0,2011,M01,223.149
CUUR0400SA0,2011,M02,224.431
CUUR0400SA0,2011,M03,226.558
CUUR0400SA0,2011,M04,227.837
CUUR0400SA0,2011,M05,228.516
CUUR0400SA0,2011,M06,228.075
CUUR0400SA0,2011,M07,227.805
CUUR0400SA0,2011,M08,228.222
CUUR0400SA0,2011,M09,229.147
CUUR0400SA0,2011,M10,229.195
CUUR0400SA0,2011,M11,228.771
CUUR0400SA0,2011,M12,228.117
CUUR0400SA0,2011,M13,227.485
CUUS0400SA0,2011,S01,226.428
CUUS0400SA0,2011,S02,228.543
CUUR0400SA0,2012,M01,228.980
CUUR0400SA0,2012,M02,229.995
CUUR0400SA0,2012,M03,232.039
CUUR0400SA0,2012,M04,232.561
CUUR0400SA0,2012,M05,233.053
CUUR0400SA0,2012,M06,232.701
CUUR0400SA0,2012,M07,231.893
CUUR0400SA0,2012,M08,233.001
CUUR0400SA0,2012,M09,234.083
CUUR0400SA0,2012,M10,234.966
CUUR0400SA0,2012,M11,233.206
CUUR0400SA0,2012,M12,232.029
CUUR0400SA0,2012,M13,232.376
CUUS0400SA0,2012,S01,231.555
CUUS0400SA0,2012,S02,233.196
